date,sym,time,price,size,qualifier,bid,ask
2013-01-15,VODl.TQ,09:22:33.600,160.057,899620,B,160.052,160.062
2013-01-15,BARCl.CHI,09:23:02.400,240.965,515110,c,240.96,240.97
2013-01-15,VODl.CHI,09:23:02.400,162.983,373640,x,162.978,162.988
2013-01-15,BARC.TQ,09:23:31.200,245.314,133630,Auc,245.309,245.319
2013-01-15,VODl.TQ,09:23:31.200,159.321,565780,Auc,159.316,159.326
2013-01-15,BARCl.BS,09:24:00.000,246.86,756220,B,246.855,246.865
2013-01-15,VOD.L,09:24:00.000,163.033,496990,C,163.028,163.038
2013-01-15,BARCl.CHI,09:24:28.800,241.597,883600,x,241.592,241.602
2013-01-15,VODl.CHI,09:24:28.800,160.568,311390,c,160.563,160.573
2013-01-15,BARCl.CHI,09:24:57.600,240.967,551220,x,240.962,240.972
2013-01-15,VODl.TQ,09:24:57.600,163.034,517780,m,163.029,163.039
2013-01-15,BARC.TQ,09:25:26.400,241.864,194270,DARKTRADE,241.859,241.869
2013-01-15,VODl.TQ,09:25:26.400,162.955,906320,m,162.95,162.96
2013-01-15,BARC.L,09:25:55.200,245.447,659320,Auc,245.442,245.452
2013-01-15,VOD.L,09:25:55.200,159.069,681090,Auc,159.064,159.074
2013-01-15,BARC.TQ,09:26:24.000,246.145,554480,Auc,246.14,246.15
2013-01-15,VODl.CHI,09:26:24.000,162.546,163380,auc,162.541,162.551
2013-01-15,BARC.TQ,09:26:52.800,246.188,819000,B,246.183,246.193
2013-01-15,VOD.L,09:26:52.800,161.588,383810,Auc,161.583,161.593
2013-01-15,BARCl.BS,09:27:21.600,246.715,146810,x,246.71,246.72
2013-01-15,VODl.CHI,09:27:21.600,162.59,948130,a,162.585,162.595
2013-01-15,BARC.L,09:27:50.400,246.622,983180,A,246.617,246.627
2013-01-15,VODl.BS,09:27:50.400,162.747,240730,x,162.742,162.752
2013-01-15,BARC.TQ,09:28:19.200,241.215,279470,C,241.21,241.22
2013-01-15,VODl.CHI,09:28:19.200,162.567,635450,x,162.562,162.572
2013-01-15,BARCl.CHI,09:28:48.000,242.833,735210,c,242.828,242.838
2013-01-15,VODl.BS,09:28:48.000,159.676,823390,B,159.671,159.681
2013-01-15,BARCl.BS,09:29:16.800,246.991,172280,AUC,246.986,246.996
2013-01-15,VODl.BS,09:29:16.800,162.003,228130,DARK,161.998,162.008
2013-01-15,BARCl.CHI,09:29:45.600,243.699,537070,a,243.694,243.704
2013-01-15,VODl.TQ,09:29:45.600,161.892,147610,B,161.887,161.897
2013-01-15,BARC.TQ,09:30:14.400,246.651,852090,A,246.646,246.656
2013-01-15,VODl.CHI,09:30:14.400,159.125,303200,x,159.12,159.13
2013-01-15,BARCl.BS,09:30:43.200,243.062,377430,AUC,243.057,243.067
2013-01-15,VODl.CHI,09:30:43.200,162.213,457820,DRK,162.208,162.218
2013-01-15,BARCl.CHI,09:31:12.000,242.758,332270,c,242.753,242.763
2013-01-15,VODl.BS,09:31:12.000,159.315,438540,B,159.31,159.32
2013-01-15,BARC.TQ,09:31:40.800,246.892,803660,B,246.887,246.897
2013-01-15,VODl.TQ,09:31:40.800,162.525,4000,A,162.52,162.53
2013-01-15,BARC.TQ,09:32:09.600,242.988,865340,X,242.983,242.993
2013-01-15,VODl.TQ,09:32:09.600,159.559,30850,DARKTRADE,159.554,159.564
2013-01-15,BARC.L,09:32:38.400,241.319,219610,C,241.314,241.324
2013-01-15,VODl.TQ,09:32:38.400,160.702,211180,C,160.697,160.707
2013-01-15,BARC.TQ,09:33:07.200,245.829,561510,B,245.824,245.834
2013-01-15,VOD.L,09:33:07.200,159.215,815830,m,159.21,159.22
2013-01-15,BARCl.CHI,09:33:36.000,244.254,933750,a,244.249,244.259
2013-01-15,VODl.TQ,09:33:36.000,161.654,933670,DARKTRADE,161.649,161.659
2013-01-15,BARC.L,09:34:04.800,242.186,291660,C,242.181,242.191
2013-01-15,VODl.BS,09:34:04.800,160.126,758680,A,160.121,160.131
2013-01-15,BARCl.CHI,09:34:33.600,244.921,515120,a,244.916,244.926
2013-01-15,VODl.BS,09:34:33.600,160.853,992850,x,160.848,160.858
2013-01-15,BARC.TQ,09:35:02.400,244.286,288900,A,244.281,244.291
2013-01-15,VODl.TQ,09:35:02.400,159.962,447490,Auc,159.957,159.967
2013-01-15,BARCl.BS,09:35:31.200,244.302,59880,c,244.297,244.307
2013-01-15,VODl.TQ,09:35:31.200,160.318,538290,C,160.313,160.323
2013-01-15,BARC.L,09:36:00.000,247.06,133400,m,247.055,247.065
2013-01-15,VODl.TQ,09:36:00.000,163.035,500660,X,163.03,163.04
2013-01-15,BARC.L,09:36:28.800,241.486,755710,A,241.481,241.491
2013-01-15,VODl.CHI,09:36:28.800,162.145,172480,c,162.14,162.15
2013-01-15,BARCl.CHI,09:36:57.600,246.458,819840,auc,246.453,246.463
2013-01-15,VODl.BS,09:36:57.600,161.706,992550,A,161.701,161.711
2013-01-15,BARCl.BS,09:37:26.400,246.924,406440,A,246.919,246.929
2013-01-15,VODl.BS,09:37:26.400,162.527,833770,c,162.522,162.532
2013-01-15,BARCl.BS,09:37:55.200,241.005,836850,c,241,241.01
2013-01-15,VODl.TQ,09:37:55.200,162.38,863970,X,162.375,162.385
2013-01-15,BARCl.BS,09:38:24.000,241.253,785680,B,241.248,241.258
2013-01-15,VODl.BS,09:38:24.000,162.637,569930,AUC,162.632,162.642
2013-01-15,BARC.L,09:38:52.800,245.637,396130,X,245.632,245.642
2013-01-15,VODl.CHI,09:38:52.800,162.656,519430,auc,162.651,162.661
2013-01-15,BARCl.CHI,09:39:21.600,246.21,714350,b,246.205,246.215
2013-01-15,VODl.BS,09:39:21.600,161.817,530770,c,161.812,161.822
2013-01-15,BARC.TQ,09:39:50.400,243.907,245600,DARKTRADE,243.902,243.912
2013-01-15,VODl.BS,09:39:50.400,159.478,819940,B,159.473,159.483
2013-01-15,BARC.TQ,09:40:19.200,241.812,318970,A,241.807,241.817
2013-01-15,VOD.L,09:40:19.200,161.195,499920,A,161.19,161.2
2013-01-15,BARC.L,09:40:48.000,246.146,619830,A,246.141,246.151
2013-01-15,VODl.CHI,09:40:48.000,159.246,565680,x,159.241,159.251
2013-01-15,BARCl.CHI,09:41:16.800,246.86,178960,a,246.855,246.865
2013-01-15,VODl.TQ,09:41:16.800,160.891,48980,B,160.886,160.896
2013-01-15,BARCl.CHI,09:41:45.600,243.088,355840,auc,243.083,243.093
2013-01-15,VODl.BS,09:41:45.600,162.157,336170,c,162.152,162.162
2013-01-15,BARC.L,09:42:14.400,246.415,991230,B,246.41,246.42
2013-01-15,VODl.TQ,09:42:14.400,159.024,789930,Auc,159.019,159.029
2013-01-15,BARCl.BS,09:42:43.200,240.937,717090,x,240.932,240.942
2013-01-15,VODl.TQ,09:42:43.200,163.017,797130,C,163.012,163.022
2013-01-15,BARC.TQ,09:43:12.000,246.377,397050,m,246.372,246.382
2013-01-15,VODl.BS,09:43:12.000,161.638,580480,AUC,161.633,161.643
2013-01-15,BARC.L,09:43:40.800,240.939,871510,Auc,240.934,240.944
2013-01-15,VODl.BS,09:43:40.800,160.29,929810,x,160.285,160.295
2013-01-15,BARCl.BS,09:44:09.600,247.033,215040,B,247.028,247.038
2013-01-15,VODl.TQ,09:44:09.600,161.95,155750,X,161.945,161.955
2013-01-15,BARC.TQ,09:44:38.400,244.209,326460,C,244.204,244.214
2013-01-15,VODl.CHI,09:44:38.400,159.922,186890,c,159.917,159.927
2013-01-15,BARC.TQ,09:45:07.200,246.975,575440,B,246.97,246.98
2013-01-15,VOD.L,09:45:07.200,160.822,835760,X,160.817,160.827
2013-01-15,BARCl.BS,09:45:36.000,242.877,764290,x,242.872,242.882
2013-01-15,VOD.L,09:45:36.000,162.435,402980,m,162.43,162.44
2013-01-15,BARC.TQ,09:46:04.800,247.056,60930,DARKTRADE,247.051,247.061
2013-01-15,VODl.CHI,09:46:04.800,159.018,935090,a,159.013,159.023
2013-01-15,BARC.L,09:46:33.600,242.397,352640,X,242.392,242.402
2013-01-15,VODl.BS,09:46:33.600,158.984,119800,AUC,158.979,158.989
2013-01-15,BARC.TQ,09:47:02.400,242.76,375130,DARKTRADE,242.755,242.765
2013-01-15,VODl.TQ,09:47:02.400,162.874,997790,C,162.869,162.879
2013-01-15,BARC.L,09:47:31.200,240.986,262770,m,240.981,240.991
2013-01-15,VODl.TQ,09:47:31.200,162.621,767460,X,162.616,162.626
2013-01-15,BARC.TQ,09:48:00.000,241.999,229910,A,241.994,242.004
2013-01-15,VODl.BS,09:48:00.000,159.343,695970,x,159.338,159.348
2013-01-15,BARCl.BS,09:48:28.800,240.953,509130,AUC,240.948,240.958
2013-01-15,VOD.L,09:48:28.800,159.579,939750,DARKTRADE,159.574,159.584
2013-01-15,BARCl.BS,09:48:57.600,241.121,504260,B,241.116,241.126
2013-01-15,VODl.BS,09:48:57.600,160.596,669550,DARK,160.591,160.601
2013-01-15,BARC.L,09:49:26.400,243.349,739190,Auc,243.344,243.354
2013-01-15,VODl.CHI,09:49:26.400,162.047,563070,c,162.042,162.052
2013-01-15,BARCl.CHI,09:49:55.200,247.067,624940,a,247.062,247.072
2013-01-15,VOD.L,09:49:55.200,162.088,121490,DARKTRADE,162.083,162.093
2013-01-15,BARCl.BS,09:50:24.000,241.349,664120,DARK,241.344,241.354
2013-01-15,VODl.CHI,09:50:24.000,159.943,693690,b,159.938,159.948
2013-01-15,BARC.L,09:50:52.800,243.148,325740,DARKTRADE,243.143,243.153
2013-01-15,VODl.CHI,09:50:52.800,161.85,69400,DRK,161.845,161.855
2013-01-15,BARCl.CHI,09:51:21.600,240.963,645570,a,240.958,240.968
2013-01-15,VODl.CHI,09:51:21.600,162.822,194880,auc,162.817,162.827
2013-01-15,BARC.L,09:51:50.400,246.587,161300,X,246.582,246.592
2013-01-15,VODl.BS,09:51:50.400,161.761,372340,x,161.756,161.766
2013-01-15,BARC.L,09:52:19.200,242.729,987870,Auc,242.724,242.734
2013-01-15,VODl.TQ,09:52:19.200,161.334,497780,Auc,161.329,161.339
2013-01-15,BARC.L,09:52:48.000,243.258,476780,C,243.253,243.263
2013-01-15,VODl.TQ,09:52:48.000,162.39,85010,Auc,162.385,162.395
2013-01-15,BARCl.BS,09:53:16.800,247.071,847480,AUC,247.066,247.076
2013-01-15,VOD.L,09:53:16.800,161.319,51120,m,161.314,161.324
2013-01-15,BARCl.CHI,09:53:45.600,246.073,590840,x,246.068,246.078
2013-01-15,VODl.BS,09:53:45.600,162.053,713270,AUC,162.048,162.058
2013-01-15,BARC.L,09:54:14.400,244.182,761250,B,244.177,244.187
2013-01-15,VODl.TQ,09:54:14.400,162.662,276380,C,162.657,162.667
2013-01-15,BARCl.BS,09:54:43.200,247.015,19480,A,247.01,247.02
2013-01-15,VODl.BS,09:54:43.200,161.078,759670,DARK,161.073,161.083
2013-01-15,BARC.L,09:55:12.000,244.871,786360,m,244.866,244.876
2013-01-15,VOD.L,09:55:12.000,159.142,49510,DARKTRADE,159.137,159.147
2013-01-15,BARCl.CHI,09:55:40.800,244.722,675430,a,244.717,244.727
2013-01-15,VODl.TQ,09:55:40.800,159.993,434230,m,159.988,159.998
2013-01-15,BARCl.BS,09:56:09.600,241.526,192620,AUC,241.521,241.531
2013-01-15,VODl.TQ,09:56:09.600,159.274,613280,Auc,159.269,159.279
2013-01-15,BARCl.BS,09:56:38.400,240.977,311110,DARK,240.972,240.982
2013-01-15,VODl.BS,09:56:38.400,162.462,261460,B,162.457,162.467
2013-01-15,BARCl.BS,09:57:07.200,246.255,637060,DARK,246.25,246.26
2013-01-15,VODl.TQ,09:57:07.200,159.267,308280,C,159.262,159.272
2013-01-15,BARCl.CHI,09:57:36.000,247.058,986880,x,247.053,247.063
2013-01-15,VODl.BS,09:57:36.000,159.178,834050,A,159.173,159.183
2013-01-15,BARC.L,09:58:04.800,245.623,873930,m,245.618,245.628
2013-01-15,VODl.CHI,09:58:04.800,159.196,653150,auc,159.191,159.201
2013-01-15,BARCl.CHI,09:58:33.600,245.056,921710,DRK,245.051,245.061
2013-01-15,VOD.L,09:58:33.600,162.113,901390,m,162.108,162.118
2013-01-15,BARC.L,09:59:02.400,242.587,136990,C,242.582,242.592
2013-01-15,VODl.CHI,09:59:02.400,159.19,451870,x,159.185,159.195
2013-01-15,BARC.L,09:59:31.200,247.077,465990,m,247.072,247.082
2013-01-15,VODl.TQ,09:59:31.200,161.425,54610,C,161.42,161.43
2013-01-15,BARCl.BS,10:00:00.000,246.285,560340,B,246.28,246.29
2013-01-15,VOD.L,10:00:00.000,159.255,64110,X,159.25,159.26
2013-01-15,BARCl.BS,10:00:28.800,241.21,257580,DARK,241.205,241.215
2013-01-15,VODl.CHI,10:00:28.800,161.564,877120,b,161.559,161.569
2013-01-15,BARCl.BS,10:00:57.600,244.162,673300,DARK,244.157,244.167
2013-01-15,VODl.BS,10:00:57.600,159.038,36430,AUC,159.033,159.043
2013-01-15,BARC.L,10:01:26.400,244.435,267800,DARKTRADE,244.43,244.44
2013-01-15,VODl.CHI,10:01:26.400,163.034,635760,b,163.029,163.039
2013-01-15,BARCl.CHI,10:01:55.200,246.784,110,a,246.779,246.789
2013-01-15,VODl.CHI,10:01:55.200,158.999,560130,a,158.994,159.004
2013-01-15,BARCl.CHI,10:02:24.000,242.344,780070,b,242.339,242.349
2013-01-15,VOD.L,10:02:24.000,159.064,456370,B,159.059,159.069
2013-01-15,BARC.L,10:02:52.800,241.176,172030,A,241.171,241.181
2013-01-15,VODl.CHI,10:02:52.800,159.274,13980,DRK,159.269,159.279
2013-01-15,BARCl.BS,10:03:21.600,241.71,4520,AUC,241.705,241.715
2013-01-15,VOD.L,10:03:21.600,161.832,127770,C,161.827,161.837
2013-01-15,BARCl.BS,10:03:50.400,241.071,930240,B,241.066,241.076
2013-01-15,VODl.CHI,10:03:50.400,159.146,205600,b,159.141,159.151
2013-01-15,BARC.TQ,10:04:19.200,240.977,359010,DARKTRADE,240.972,240.982
2013-01-15,VOD.L,10:04:19.200,162.009,17170,m,162.004,162.014
2013-01-15,BARCl.CHI,10:04:48.000,242.94,881640,DRK,242.935,242.945
2013-01-15,VODl.CHI,10:04:48.000,161.569,280390,c,161.564,161.574
2013-01-15,BARCl.BS,10:05:16.800,242.767,763580,AUC,242.762,242.772
2013-01-15,VODl.BS,10:05:16.800,162.294,869370,B,162.289,162.299
2013-01-15,BARCl.CHI,10:05:45.600,247.001,947590,a,246.996,247.006
2013-01-15,VODl.BS,10:05:45.600,162.852,50930,AUC,162.847,162.857
2013-01-15,BARCl.CHI,10:06:14.400,244.961,250360,c,244.956,244.966
2013-01-15,VOD.L,10:06:14.400,162.571,605500,X,162.566,162.576
2013-01-15,BARC.TQ,10:06:43.200,241.24,960260,DARKTRADE,241.235,241.245
2013-01-15,VODl.BS,10:06:43.200,162.9,532060,DARK,162.895,162.905
2013-01-15,BARCl.BS,10:07:12.000,242.146,939480,AUC,242.141,242.151
2013-01-15,VODl.BS,10:07:12.000,162.932,528050,c,162.927,162.937
2013-01-15,BARC.L,10:07:40.800,241.861,469660,C,241.856,241.866
2013-01-15,VOD.L,10:07:40.800,159.942,981310,X,159.937,159.947
2013-01-15,BARC.TQ,10:08:09.600,241.901,247870,A,241.896,241.906
2013-01-15,VODl.CHI,10:08:09.600,161.675,563600,auc,161.67,161.68
2013-01-15,BARCl.BS,10:08:38.400,243.39,753400,c,243.385,243.395
2013-01-15,VODl.BS,10:08:38.400,159.698,609530,AUC,159.693,159.703
2013-01-15,BARC.L,10:09:07.200,241.439,875560,Auc,241.434,241.444
2013-01-15,VODl.TQ,10:09:07.200,162.479,313030,m,162.474,162.484
2013-01-15,BARC.TQ,10:09:36.000,241.449,791600,Auc,241.444,241.454
2013-01-15,VODl.TQ,10:09:36.000,159.556,577490,m,159.551,159.561
2013-01-15,BARCl.BS,10:10:04.800,241.141,678720,DARK,241.136,241.146
2013-01-15,VODl.BS,10:10:04.800,160.401,241010,DARK,160.396,160.406
2013-01-15,BARC.L,10:10:33.600,241.099,431660,m,241.094,241.104
2013-01-15,VOD.L,10:10:33.600,161.839,599640,DARKTRADE,161.834,161.844
2013-01-15,BARC.TQ,10:11:02.400,241.608,764470,C,241.603,241.613
2013-01-15,VODl.TQ,10:11:02.400,160.685,772050,Auc,160.68,160.69
2013-01-15,BARCl.CHI,10:11:31.200,242.256,29120,b,242.251,242.261
2013-01-15,VODl.TQ,10:11:31.200,161.903,795810,DARKTRADE,161.898,161.908
2013-01-15,BARCl.BS,10:12:00.000,241.655,72910,x,241.65,241.66
2013-01-15,VODl.TQ,10:12:00.000,159.949,439370,X,159.944,159.954
2013-01-15,BARC.L,10:12:28.800,243.54,446090,Auc,243.535,243.545
2013-01-15,VODl.BS,10:12:28.800,162.334,866270,x,162.329,162.339
2013-01-15,BARC.TQ,10:12:57.600,245.634,824660,m,245.629,245.639
2013-01-15,VODl.TQ,10:12:57.600,162.818,684040,DARKTRADE,162.813,162.823
2013-01-15,BARCl.BS,10:13:26.400,243.348,98520,AUC,243.343,243.353
2013-01-15,VODl.TQ,10:13:26.400,159.969,529610,Auc,159.964,159.974
2013-01-15,BARC.L,10:13:55.200,246.697,2340,C,246.692,246.702
2013-01-15,VODl.BS,10:13:55.200,161.739,776670,c,161.734,161.744
2013-01-15,BARCl.BS,10:14:24.000,246.404,859380,A,246.399,246.409
2013-01-15,VOD.L,10:14:24.000,160.984,65940,X,160.979,160.989
2013-01-15,BARC.L,10:14:52.800,244.814,378560,A,244.809,244.819
2013-01-15,VODl.CHI,10:14:52.800,162.614,751720,b,162.609,162.619
2013-01-15,BARC.TQ,10:15:21.600,246.264,618370,A,246.259,246.269
2013-01-15,VODl.CHI,10:15:21.600,162.93,302780,a,162.925,162.935
2013-01-15,BARC.L,10:15:50.400,247.083,124110,DARKTRADE,247.078,247.088
2013-01-15,VODl.BS,10:15:50.400,159.833,180370,AUC,159.828,159.838
2013-01-15,BARC.TQ,10:16:19.200,246.479,27600,DARKTRADE,246.474,246.484
2013-01-15,VOD.L,10:16:19.200,162.899,89720,Auc,162.894,162.904
2013-01-15,BARCl.CHI,10:16:48.000,243.944,71210,x,243.939,243.949
2013-01-15,VODl.TQ,10:16:48.000,162.514,857860,Auc,162.509,162.519
2013-01-15,BARC.TQ,10:17:16.800,240.938,904990,A,240.933,240.943
2013-01-15,VODl.BS,10:17:16.800,162.729,577850,AUC,162.724,162.734
2013-01-15,BARCl.CHI,10:17:45.600,242.484,345310,c,242.479,242.489
2013-01-15,VOD.L,10:17:45.600,159.952,892710,A,159.947,159.957
2013-01-15,BARC.TQ,10:18:14.400,244.067,869680,C,244.062,244.072
2013-01-15,VODl.TQ,10:18:14.400,161.738,166870,B,161.733,161.743
2013-01-15,BARCl.BS,10:18:43.200,246.21,405880,c,246.205,246.215
2013-01-15,VOD.L,10:18:43.200,161.253,210310,C,161.248,161.258
2013-01-15,BARC.L,10:19:12.000,245.398,600940,m,245.393,245.403
2013-01-15,VODl.CHI,10:19:12.000,158.978,266470,c,158.973,158.983
2013-01-15,BARC.L,10:19:40.800,242.251,970030,A,242.246,242.256
2013-01-15,VODl.TQ,10:19:40.800,160.815,593280,B,160.81,160.82
2013-01-15,BARC.TQ,10:20:09.600,242.001,231470,m,241.996,242.006
2013-01-15,VODl.BS,10:20:09.600,160.174,677340,AUC,160.169,160.179
2013-01-15,BARCl.CHI,10:20:38.400,240.936,359850,auc,240.931,240.941
2013-01-15,VOD.L,10:20:38.400,162.788,860280,B,162.783,162.793
2013-01-15,BARC.TQ,10:21:07.200,242.469,502550,Auc,242.464,242.474
2013-01-15,VODl.TQ,10:21:07.200,161.784,322270,A,161.779,161.789
2013-01-15,BARC.TQ,10:21:36.000,244.592,64750,X,244.587,244.597
2013-01-15,VODl.TQ,10:21:36.000,159.475,980280,A,159.47,159.48
2013-01-15,BARC.TQ,10:22:04.800,246.332,407950,m,246.327,246.337
2013-01-15,VODl.BS,10:22:04.800,161.437,871230,x,161.432,161.442
2013-01-15,BARCl.BS,10:22:33.600,244.986,425960,B,244.981,244.991
2013-01-15,VODl.BS,10:22:33.600,163.02,119800,x,163.015,163.025
2013-01-15,BARC.L,10:23:02.400,241.922,432670,C,241.917,241.927
2013-01-15,VODl.TQ,10:23:02.400,159.261,324890,DARKTRADE,159.256,159.266
2013-01-15,BARC.L,10:23:31.200,240.946,396750,Auc,240.941,240.951
2013-01-15,VOD.L,10:23:31.200,159.126,930980,X,159.121,159.131
2013-01-15,BARC.TQ,10:24:00.000,241.614,838470,X,241.609,241.619
2013-01-15,VODl.TQ,10:24:00.000,163.035,174030,DARKTRADE,163.03,163.04
2013-01-15,BARCl.CHI,10:24:28.800,242.164,283530,b,242.159,242.169
2013-01-15,VODl.BS,10:24:28.800,160.321,650260,DARK,160.316,160.326
2013-01-15,BARC.TQ,10:24:57.600,246.67,957330,C,246.665,246.675
2013-01-15,VODl.TQ,10:24:57.600,158.986,653550,C,158.981,158.991
2013-01-15,BARCl.CHI,10:25:26.400,245.04,637390,b,245.035,245.045
2013-01-15,VODl.CHI,10:25:26.400,159.811,366590,c,159.806,159.816
2013-01-15,BARCl.CHI,10:25:55.200,245.604,571910,auc,245.599,245.609
2013-01-15,VODl.BS,10:25:55.200,160.143,326920,A,160.138,160.148
2013-01-15,BARC.TQ,10:26:24.000,241.359,123590,A,241.354,241.364
2013-01-15,VOD.L,10:26:24.000,161.055,912330,B,161.05,161.06
2013-01-15,BARCl.CHI,10:26:52.800,246.996,485240,x,246.991,247.001
2013-01-15,VODl.BS,10:26:52.800,162.671,674270,AUC,162.666,162.676
2013-01-15,BARCl.BS,10:27:21.600,245.067,698070,c,245.062,245.072
2013-01-15,VODl.CHI,10:27:21.600,163.001,318740,auc,162.996,163.006
2013-01-15,BARC.L,10:27:50.400,246.26,800040,m,246.255,246.265
2013-01-15,VODl.BS,10:27:50.400,159.973,959110,B,159.968,159.978
2013-01-15,BARCl.CHI,10:28:19.200,245.219,737490,b,245.214,245.224
2013-01-15,VODl.TQ,10:28:19.200,160.23,28700,C,160.225,160.235
2013-01-15,BARCl.CHI,10:28:48.000,243.408,642300,a,243.403,243.413
2013-01-15,VODl.TQ,10:28:48.000,160.123,334090,A,160.118,160.128
2013-01-15,BARCl.CHI,10:29:16.800,242.631,216790,a,242.626,242.636
2013-01-15,VODl.TQ,10:29:16.800,161.432,44520,DARKTRADE,161.427,161.437
2013-01-15,BARCl.BS,10:29:45.600,242.269,443060,A,242.264,242.274
2013-01-15,VOD.L,10:29:45.600,161.001,31420,B,160.996,161.006
2013-01-15,BARCl.BS,10:30:14.400,240.992,109340,DARK,240.987,240.997
2013-01-15,VODl.CHI,10:30:14.400,159.083,149620,auc,159.078,159.088
2013-01-15,BARCl.CHI,10:30:43.200,241.3,195610,DRK,241.295,241.305
2013-01-15,VODl.TQ,10:30:43.200,161.922,294390,m,161.917,161.927
2013-01-15,BARCl.CHI,10:31:12.000,243.52,303080,DRK,243.515,243.525
2013-01-15,VODl.CHI,10:31:12.000,160.388,475490,c,160.383,160.393
2013-01-15,BARC.TQ,10:31:40.800,241.91,951080,Auc,241.905,241.915
2013-01-15,VODl.CHI,10:31:40.800,159.116,554610,b,159.111,159.121
2013-01-15,BARCl.CHI,10:32:09.600,246.848,231150,DRK,246.843,246.853
2013-01-15,VODl.CHI,10:32:09.600,161.905,11710,DRK,161.9,161.91
2013-01-15,BARC.TQ,10:32:38.400,245.185,555940,Auc,245.18,245.19
2013-01-15,VODl.BS,10:32:38.400,162.527,561770,A,162.522,162.532
2013-01-15,BARC.L,10:33:07.200,241.652,291640,X,241.647,241.657
2013-01-15,VODl.BS,10:33:07.200,162.73,313770,x,162.725,162.735
2013-01-15,BARC.TQ,10:33:36.000,245.017,894450,C,245.012,245.022
2013-01-15,VODl.TQ,10:33:36.000,159.517,777170,m,159.512,159.522
2013-01-15,BARC.TQ,10:34:04.800,244.308,606340,B,244.303,244.313
2013-01-15,VODl.CHI,10:34:04.800,163.027,888810,c,163.022,163.032
2013-01-15,BARC.TQ,10:34:33.600,243.418,294210,m,243.413,243.423
2013-01-15,VODl.TQ,10:34:33.600,160.472,65430,Auc,160.467,160.477
2013-01-15,BARCl.BS,10:35:02.400,247.041,746410,x,247.036,247.046
2013-01-15,VOD.L,10:35:02.400,161.825,122200,m,161.82,161.83
2013-01-15,BARCl.BS,10:35:31.200,247.026,608590,x,247.021,247.031
2013-01-15,VOD.L,10:35:31.200,159.149,885170,Auc,159.144,159.154
2013-01-15,BARCl.CHI,10:36:00.000,243.835,302600,a,243.83,243.84
2013-01-15,VODl.TQ,10:36:00.000,159.173,636600,B,159.168,159.178
2013-01-15,BARCl.CHI,10:36:28.800,242.14,925550,auc,242.135,242.145
2013-01-15,VOD.L,10:36:28.800,161.782,548870,m,161.777,161.787
2013-01-15,BARCl.CHI,10:36:57.600,244.603,76550,DRK,244.598,244.608
2013-01-15,VODl.BS,10:36:57.600,160.73,282840,A,160.725,160.735
2013-01-15,BARCl.BS,10:37:26.400,242.756,407490,DARK,242.751,242.761
2013-01-15,VODl.BS,10:37:26.400,162.83,434270,A,162.825,162.835
2013-01-15,BARC.L,10:37:55.200,240.94,707260,C,240.935,240.945
2013-01-15,VODl.BS,10:37:55.200,159.067,458960,B,159.062,159.072
2013-01-15,BARCl.BS,10:38:24.000,241.079,217770,A,241.074,241.084
2013-01-15,VODl.BS,10:38:24.000,163.025,702530,AUC,163.02,163.03
2013-01-15,BARC.L,10:38:52.800,243.166,268270,C,243.161,243.171
2013-01-15,VODl.TQ,10:38:52.800,159.891,992090,Auc,159.886,159.896
2013-01-15,BARC.L,10:39:21.600,242.322,882690,B,242.317,242.327
2013-01-15,VODl.BS,10:39:21.600,161.116,480270,DARK,161.111,161.121
2013-01-15,BARCl.BS,10:39:50.400,240.944,601200,DARK,240.939,240.949
2013-01-15,VODl.CHI,10:39:50.400,158.999,98720,b,158.994,159.004
2013-01-15,BARC.L,10:40:19.200,247.058,679520,Auc,247.053,247.063
2013-01-15,VOD.L,10:40:19.200,162.321,410950,m,162.316,162.326
2013-01-15,BARCl.BS,10:40:48.000,245.181,318310,x,245.176,245.186
2013-01-15,VODl.BS,10:40:48.000,159.589,78790,AUC,159.584,159.594
2013-01-15,BARC.TQ,10:41:16.800,240.956,553250,DARKTRADE,240.951,240.961
2013-01-15,VODl.BS,10:41:16.800,160.309,133830,x,160.304,160.314
2013-01-15,BARCl.BS,10:41:45.600,245.328,392220,c,245.323,245.333
2013-01-15,VODl.TQ,10:41:45.600,162.657,513640,A,162.652,162.662
2013-01-15,BARC.TQ,10:42:14.400,247.083,574030,Auc,247.078,247.088
2013-01-15,VODl.TQ,10:42:14.400,162.448,393230,m,162.443,162.453
2013-01-15,BARC.L,10:42:43.200,242.807,897320,DARKTRADE,242.802,242.812
2013-01-15,VODl.CHI,10:42:43.200,162.969,393070,DRK,162.964,162.974
2013-01-15,BARCl.BS,10:43:12.000,240.943,165970,DARK,240.938,240.948
2013-01-15,VODl.CHI,10:43:12.000,160.695,101440,c,160.69,160.7
2013-01-15,BARC.TQ,10:43:40.800,245.688,485800,A,245.683,245.693
2013-01-15,VODl.TQ,10:43:40.800,159.359,195000,C,159.354,159.364
2013-01-15,BARCl.BS,10:44:09.600,241.64,154860,c,241.635,241.645
2013-01-15,VOD.L,10:44:09.600,163.028,233300,DARKTRADE,163.023,163.033
2013-01-15,BARC.L,10:44:38.400,242.983,627330,A,242.978,242.988
2013-01-15,VOD.L,10:44:38.400,159.912,612220,Auc,159.907,159.917
2013-01-15,BARC.TQ,10:45:07.200,245.802,199150,Auc,245.797,245.807
2013-01-15,VODl.CHI,10:45:07.200,159.125,145670,auc,159.12,159.13
